"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670793025,"266 700 228 00064","SLD CH SAINTE-CATHERINE SAVERNE-EHPAD","CH SAINTE-CATHERINE DE SAVERNE","19 COTE DE SAVERNE","BP 20105",67700,"SAVERNE","03 88 71 67 67 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780345,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793520,"266 700 319 00046","HOP JOUR ILLKIRCH 67G10",,"2 RUE DES JARDINS",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 67 01 11 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793546,"266 700 319 00053","HOP JOUR SELESTAT 67G12/ERSTEIN",,"11 AVENUE DE LA LIBERTE",,67600,"SELESTAT","03 88 92 97 17 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour","Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793553,"266 706 027 00296","HOP JOUR WISSEMBOURG A1/HOERDT",,"24 ROUTE WEILER",,67166,"WISSEMBOURG CEDEX","03 88 94 08 05 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793561,"266 706 027 00304","HOP J BISCHWILLER PER AG 67G01 CHEPSAN",,"28 RUE DE LA GARE",,67240,"BISCHWILLER",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793587,"266 700 111 00070","SLD DU CH DE HAGUENAU-EHPAD","ANCIEN HOPITAL","5 PLACE D'ARMES",,67504,"HAGUENAU CEDEX","03 88 93 12 22 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",23,"autorité mixte ARH PCG  EHPAD tripartite DG partielle",1,"Etablissement public de santé",670780337,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793595,"266 700 111 00088","CTRE PLAN.FAMIL. CH HAGUENAU",,"64 AVENUE PROFESSEUR  R LERICHE",,67504,"HAGUENAU CEDEX","03 88 93 12 22 ",,,,,,,,,,355,"Centre Hospitalier (C.H.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780337,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793603,"266 700 244 00053","LA MAIS. DR OBERKIRCH PO. GERIAT-EHPAD",,"23 AVENUE LOUIS PASTEUR",,67604,"SELESTAT CEDEX","03 88 57 55 55 ","03 88 57 55 56",,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780691,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793629,"266 700 582 00049","CTRE PLAN FAM CH WISSEMBOURG","CH DE WISSEMBOURG","28 ROUTE WEILER",,67166,"WISSEMBOURG CEDEX","03 88 54 11 27 ",,,,,,,,,,355,"Centre Hospitalier (C.H.)",14,"Etb.Pub.Intercom.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780543,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793959,"778 812 339 00019","LABORATOIRE ANALYSES BIOLOGIE MEDICALE",,"101 ROUTE DU GENERAL DE GAULLE",,67300,"SCHILTIGHEIM","03 88 33 20 50 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670001668,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793983,"314 419 649 00012","LABM D'OSTWALD",,"88 RUE DU GENERAL LECLERC",,67540,"OSTWALD","03 88 29 58 68 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670001692,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793991,,"LABM ARNOLD ET BASTIEN",,"115 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 66 01 56 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004464,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794015,,"LABM TRENSZ",,"31 RUE DU FAUBOURG NATIONAL","BP 68",67068,"STRASBOURG CEDEX","03 88 32 64 27 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004464,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794031,"332 456 375 00010","SCP DR ZELTNER RABER DESCHLER",,"8 PLACE KLEBER",,67000,"STRASBOURG","03 88 32 55 09 ",,,,,,,,,,698,"Autre Etablissement Loi Hospitalière",74,"Société Civile",1,"Etablissement Tarif Libre",0,"non PSPH                     ",670001742,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794049,"718 500 838 00021","LABM SCHUH",,"1 QUAI DES BATELIERS","BP 28",67060,"STRASBOURG CEDEX","03 88 36 13 25 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004464,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794080,"326 118 106 00011","SCP DES DR BURGY ET KLEINKLAUS","CLINIQUE SAINTE-ODILE","2 RUE DE LA MODER","BP 29",67501,"HAGUENAU CEDEX","03 88 73 31 39 ",,,,,,,,,,698,"Autre Etablissement Loi Hospitalière",74,"Société Civile",1,"Etablissement Tarif Libre",0,"non PSPH                     ",670001767,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794098,,"ANT.C.S.I.SELESTAT A EBERSHEIM",,,,67600,"EBERSHEIM",88,,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000819,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794460,"266 700 046 00078","SLD ETS HOSP DEP BISCHWILLER-EHPAD",,"17 ROUTE DE STRASBOURG","BP 7",67241,"BISCHWILLER CEDEX","03 88 80 22 22 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",11,"Etb.Pub.Départ.d'Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780584,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794650,,"CENTRE D'IMAGERIE MÉDICALE WILSON",,"30 RUE DU FAUBOURG DE SAVERNE",,67000,"STRASBOURG","03 88 52 52 00 ","03 88 23 16 81",,,,,,,,,698,"Autre Etablissement Loi Hospitalière",73,"Société Anonyme",99,"indéterminé",0,"non PSPH                     ",670005909,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"Scanographe",62,"App d'IRM à Utilisation Clinique",,,,,,,,,,,,,,,,,,,,,,,,,
670794841,"266 700 012 00039","SLD CTRE MOYEN LONG SEJOUR BARR-EHPAD","CENTRE DE MOYEN ET LONG SEJOUR","11 AVENUE DU DR MARCEL KRIEG",,67142,"BARR CEDEX","03 88 08 92 00 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780725,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794866,"200 002 079 00032","USLD HL BENFELD",,"1 RUE DE L'HOPITAL",,67230,"BENFELD","03 88 74 41 00 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",14,"Etb.Pub.Intercom.Hospit.",17,"Autorité mixte ARH PCG  dotation globale",1,"Etablissement public de santé",670013713,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794874,"266 700 053 00041","SLD CTRE MOY LONG SEJ BOUXWILLER",,"3 RUE DU CANAL",,67330,"BOUXWILLER","03 88 70 70 75 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",17,"Autorité mixte ARH PCG  dotation globale",1,"Etablissement public de santé",670780352,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794882,"266 700 061 00036","SLD CTRE MOYEN LONG SEJ BRUMATH-EHPAD","CENTRE DE MOYEN ET LONG SEJOUR","7 RUE ALEXANDRE MILLERAND",,67170,"BRUMATH","03 90 29 16 00 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780071,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794890,"266 700 103 00036","SLD CTRE MOYEN LONG SEJ ERSTEIN-EHPAD","CENTRE DE MOYEN ET LONG SEJOUR","10 RUE BRULEE",,67150,"ERSTEIN","03 88 64 66 46 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780717,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794916,"266 700 152 00033","SLD CTRE MOYEN LON SEJ MOLSHEIM-EHPAD",,"5 COURS DES CHARTREUX",,67120,"MOLSHEIM","03 88 49 70 70 ","03 88 49 70 73",,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780642,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794940,"266 700 210 00039","SLD CTRE LONG SEJ SARRE-UNION","CTRE MOYEN LONG SEJ SARRE-UNION","23 RUE DU MARECHAL FOCH",,67260,"SARRE UNION","03 88 01 13 13 ","03 88 00 35 77",,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",17,"Autorité mixte ARH PCG  dotation globale",1,"Etablissement public de santé",670780360,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670794957,"266 700 293 00035","SLD DE L'HL DE WASSELONNE-EHPAD","HOPITAL LOCAL","4 RUE DE L'HOPITAL","BP 22",67318,"WASSELONNE CEDEX","03 88 59 12 59 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",13,"Etb.Pub.Commun.Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670780683,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795145,"424 810 257 00040","SLD EHPAD DU CENTRE MEDICAL DE SAALES","CENTRE MEDICAL DE SAALES","ROUTE HANTZ",,67420,"SAALES","03 88 47 50 01 ","03 88 47 50 00",,,,,,,,,362,"Etablissement de Soins Longue Durée",40,"Rég.Gén.Sécurité Sociale",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",2,"PSPH par intégration         ",670013754,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795475,"266 706 027 00221","SLD DU CH EPSAN - EHPAD","AU CENTRE HOSPITALIER DE BRUMATH","141 AVENUE DE STRASBOURG","SLD DU CH EPSAN",67170,"BRUMATH","03 88 64 61 00 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",11,"Etb.Pub.Départ.d'Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670013366,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795574,"266 706 027 00171","HOP JOUR HAGUENAU 67I02 CH EPSAN","LES MARMOUSETS A","38 RUE DE L'AQUEDUC",,67500,"HAGUENAU","03 88 93 68 29 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795673,,"CTRE ANTIRABIQ INST HYGIEN HOSP","A L'INSTITUT D'HYGIENE HOSPITAL","4 RUE KIRSCHLEGER",,67085,"STRASBOURG CEDEX","03 88 36 57 88 ",,,,,,,,,,130,"Centre de Soins Médicaux",1,"Etat",2,"Autorité Ministérielle",,,750810806,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795822,"266 700 319 00087","SLD DU CH D'ERSTEIN - EHPAD","CENTRE HOSPITALIER D'ERSTEIN","13 ROUTE DE KRAFFT",,67152,"ERSTEIN CEDEX","03 88 64 45 00 ",,,,,,,,,,362,"Etablissement de Soins Longue Durée",11,"Etb.Pub.Départ.d'Hospit.",22,"autorité mixte ARH PCG  EHPAD tripartite DG global",1,"Etablissement public de santé",670781152,,"Soins de longue durée","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670795921,"788 039 725 00072","UNITE AUTODIALYSE AURAL HAGUENAU",,"64 RUE DU PROFESSEUR LERICHE",,67500,"HAGUENAU","03 88 73 53 17 ",,,,,,,,,,146,"Structure d'Alternative à la dialyse en centre",62,"Ass. de Droit Local",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000652,,"Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en unité médicalisée","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse à domicile","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Dialyse péritonéale à domicile","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en centre pour adultes","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en unité d'auto dialyse assistée","Saisonnier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796002,,"LABM POINCARE","PAVILLONS CHIRURGICAUX A ET B","1 PLACE DE L'HOPITAL","BP 426",67091,"STRASBOURG CEDEX","03 90 24 36 10 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796010,,"LABM INSTITUT CHIMIE BIOLOGIE","FACULTE DE MEDECINE BATIMENT 3","11 RUE HUMANN",,67085,"STRASBOURG CEDEX","03 88 36 22 31 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796028,,"LABO BIOCHIMIE CHR CLINIQ MED A","AU CHR STRASBOURG","1 PLACE DE L'HOPITAL","BP 426",67091,"STRASBOURG CEDEX","88 35 87 88 P2 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796036,,"LABO DE BACTERIOL FACULTE MED","FACULTE DE MEDECINE","3 RUE KOEBERLE",,67085,"STRASBOURG CEDEX","03 88 21 19 70 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796044,,"LABORATOIRE D'URGENCE ET DE GARDE","PAVILLON POINCARÉ","1 PLACE DE L'HOPITAL",,67091,"STRASBOURG CEDEX","03 90 24 36 10 ","03 90 24 36 27",,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796051,,"LABM CHR INST PHYSIQUE BIOLOGIQ",,"1 PLACE DE L'HOPITAL","BP 426",67091,"STRASBOURG CEDEX","03 88 14 48 40 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796069,,"LABO DE VIROLOGIE HUS","FACULTE DE MEDECINE","3 RUE KOEBERLE",,67085,"STRASBOURG CEDEX","03 90 24 37 10 ",,,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,,"AMP DPN","DPN Maladies infectieuses","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796077,,"LABO PARASITOLOGIE HUS","FACULTE DE MEDECINE","3 RUE KOEBERLE",,67085,"STRASBOURG CEDEX","03 88 35 35 55 ",,,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,,"AMP DPN","DPN Maladies infectieuses","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796085,,"LABO ANATOMIE PATHOLOGIE CHR","AU CHR DE STRASBOURG","1 PLACE DE L'HOPITAL","BP 22",67064,"STRASBOURG CEDEX","03 88 15 28 30 ","03 88 25 68 92",,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670796093,,"LABM CHR INST HYGIEN MED PREVENT","AU CHR DE STRASBOURG","1 PLACE DE L'HOPITAL","BP 426",67091,"STRASBOURG CEDEX","03 88 21 27 37 ",,,,,,,,,,610,"Laboratoire d'Analyses",26,"Autre Etb.Public Local Administ.",1,"Etablissement Tarif Libre",,,670795996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
